,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,Hour,Time
381,2013,2,9,NA,1000,NA,NA,1239,NA,DL,1847,N690DL,LGA,ATL,NA,762,10,0,2/9/13 10:00,10,M
410,2013,2,10,1002,1000,2,1222,1239,-17,DL,1847,N646DL,LGA,ATL,112,762,10,0,2/10/13 10:00,10,M
411,2013,2,10,1025,1030,-5,1237,1252,-15,DL,2343,N342NB,EWR,ATL,116,746,10,30,2/10/13 10:00,10,M
456,2013,2,11,956,1000,-4,1239,1239,0,DL,1847,N674DL,LGA,ATL,124,762,10,0,2/11/13 10:00,10,M
457,2013,2,11,1024,1023,1,1251,1255,-4,FL,347,N934AT,LGA,ATL,128,762,10,23,2/11/13 10:00,10,M
458,2013,2,11,1030,1030,0,1259,1254,5,DL,2343,N3771K,EWR,ATL,123,746,10,30,2/11/13 10:00,10,M
502,2013,2,12,954,1000,-6,1233,1239,-6,DL,1847,N688DL,LGA,ATL,132,762,10,0,2/12/13 10:00,10,M
504,2013,2,12,1025,1023,2,1301,1255,6,FL,347,N934AT,LGA,ATL,125,762,10,23,2/12/13 10:00,10,M
505,2013,2,12,1025,1030,-5,1244,1252,-8,DL,2343,N346NB,EWR,ATL,121,746,10,30,2/12/13 10:00,10,M
551,2013,2,13,959,1000,-1,1241,1239,2,DL,1847,N669DN,LGA,ATL,135,762,10,0,2/13/13 10:00,10,M
552,2013,2,13,1026,1023,3,1302,1255,7,FL,347,N953AT,LGA,ATL,134,762,10,23,2/13/13 10:00,10,M
582,2013,2,13,2022,1030,592,2247,1252,595,DL,2343,N338NB,EWR,ATL,117,746,10,30,2/13/13 10:00,10,M
597,2013,2,14,955,1000,-5,1238,1239,-1,DL,1847,N697DL,LGA,ATL,121,762,10,0,2/14/13 10:00,10,M
600,2013,2,14,1022,1030,-8,1249,1252,-3,EV,4963,N608QX,EWR,ATL,122,746,10,30,2/14/13 10:00,10,M
601,2013,2,14,1032,1030,2,1309,1302,7,FL,347,N972AT,LGA,ATL,118,762,10,30,2/14/13 10:00,10,M
647,2013,2,15,955,1000,-5,1239,1239,0,DL,1847,N665DN,LGA,ATL,124,762,10,0,2/15/13 10:00,10,M
648,2013,2,15,1024,1030,-6,1250,1302,-12,FL,347,N998AT,LGA,ATL,124,762,10,30,2/15/13 10:00,10,M
649,2013,2,15,1025,1030,-5,1238,1254,-16,DL,2343,N310DE,EWR,ATL,117,746,10,30,2/15/13 10:00,10,M
650,2013,2,15,1059,1059,0,1319,1337,-18,DL,1647,N661DN,LGA,ATL,118,762,10,59,2/15/13 10:00,10,M
692,2013,2,16,1027,1030,-3,1243,1254,-11,DL,2343,N306DQ,EWR,ATL,118,746,10,30,2/16/13 10:00,10,M
693,2013,2,16,1059,1059,0,1320,1335,-15,DL,1647,N552NW,LGA,ATL,117,762,10,59,2/16/13 10:00,10,M
695,2013,2,16,1151,1000,111,1424,1239,105,DL,1847,N609DL,LGA,ATL,116,762,10,0,2/16/13 10:00,10,M
726,2013,2,17,959,1000,-1,1215,1239,-24,DL,1847,N633DL,LGA,ATL,103,762,10,0,2/17/13 10:00,10,M
727,2013,2,17,1025,1030,-5,1230,1254,-24,DL,2343,N310DE,EWR,ATL,106,746,10,30,2/17/13 10:00,10,M
729,2013,2,17,1058,1030,28,1300,1302,-2,FL,347,N895AT,LGA,ATL,104,762,10,30,2/17/13 10:00,10,M
766,2013,2,18,953,1000,-7,1230,1239,-9,DL,1847,N687DL,LGA,ATL,111,762,10,0,2/18/13 10:00,10,M
767,2013,2,18,1028,1030,-2,1302,1254,8,DL,2343,N390DA,EWR,ATL,108,746,10,30,2/18/13 10:00,10,M
768,2013,2,18,1033,1030,3,1254,1302,-8,FL,347,N919AT,LGA,ATL,113,762,10,30,2/18/13 10:00,10,M
770,2013,2,18,1059,1059,0,1318,1337,-19,DL,1647,N603DL,LGA,ATL,114,762,10,59,2/18/13 10:00,10,M
817,2013,2,19,955,1000,-5,1223,1239,-16,DL,1847,N612DL,LGA,ATL,119,762,10,0,2/19/13 10:00,10,M
818,2013,2,19,1025,1030,-5,1256,1302,-6,FL,347,N963AT,LGA,ATL,125,762,10,30,2/19/13 10:00,10,M
819,2013,2,19,1029,1030,-1,1254,1254,0,DL,2343,N301DQ,EWR,ATL,122,746,10,30,2/19/13 10:00,10,M
820,2013,2,19,1054,1059,-5,1329,1337,-8,DL,1647,N659DL,LGA,ATL,122,762,10,59,2/19/13 10:00,10,M
865,2013,2,20,1009,1000,9,1304,1239,25,DL,1847,N658DL,LGA,ATL,114,762,10,0,2/20/13 10:00,10,M
866,2013,2,20,1024,1030,-6,1250,1302,-12,FL,347,N936AT,LGA,ATL,119,762,10,30,2/20/13 10:00,10,M
867,2013,2,20,1027,1030,-3,1243,1254,-11,DL,2343,N305DQ,EWR,ATL,114,746,10,30,2/20/13 10:00,10,M
868,2013,2,20,1054,1059,-5,1311,1337,-26,DL,1647,N603DL,LGA,ATL,112,762,10,59,2/20/13 10:00,10,M
912,2013,2,21,955,1000,-5,1245,1239,6,DL,1847,N616DL,LGA,ATL,120,762,10,0,2/21/13 10:00,10,M
913,2013,2,21,1028,1030,-2,1241,1254,-13,DL,2343,N309DE,EWR,ATL,115,746,10,30,2/21/13 10:00,10,M
914,2013,2,21,1028,1030,-2,1305,1302,3,FL,347,N990AT,LGA,ATL,120,762,10,30,2/21/13 10:00,10,M
916,2013,2,21,1052,1059,-7,1339,1337,2,DL,1647,N665DN,LGA,ATL,117,762,10,59,2/21/13 10:00,10,M
962,2013,2,22,957,1000,-3,1305,1239,26,DL,1847,N604DL,LGA,ATL,134,762,10,0,2/22/13 10:00,10,M
963,2013,2,22,1028,1030,-2,1312,1254,18,DL,2343,N309DE,EWR,ATL,136,746,10,30,2/22/13 10:00,10,M
964,2013,2,22,1055,1059,-4,1349,1337,12,DL,1647,N663DN,LGA,ATL,126,762,10,59,2/22/13 10:00,10,M
965,2013,2,22,1115,1030,45,1416,1302,74,FL,347,N910AT,LGA,ATL,141,762,10,30,2/22/13 10:00,10,M
1006,2013,2,23,958,1000,-2,1242,1239,3,DL,1847,N680DA,LGA,ATL,134,762,10,0,2/23/13 10:00,10,M
1007,2013,2,23,1127,1059,28,1418,1335,43,DL,1647,N525US,LGA,ATL,141,762,10,59,2/23/13 10:00,10,M
1009,2013,2,23,1136,1030,66,1422,1254,88,DL,2343,N301DQ,EWR,ATL,141,746,10,30,2/23/13 10:00,10,M
1041,2013,2,24,955,1000,-5,1228,1239,-11,DL,1847,N349NW,LGA,ATL,118,762,10,0,2/24/13 10:00,10,M
1042,2013,2,24,1026,1030,-4,1239,1254,-15,DL,2343,N308DE,EWR,ATL,113,746,10,30,2/24/13 10:00,10,M
1043,2013,2,24,1027,1030,-3,1251,1302,-11,FL,347,N922AT,LGA,ATL,116,762,10,30,2/24/13 10:00,10,M
1044,2013,2,24,1056,1059,-3,1321,1337,-16,DL,1647,N635DL,LGA,ATL,112,762,10,59,2/24/13 10:00,10,M
1088,2013,2,25,956,1000,-4,1314,1239,35,DL,1847,N687DL,LGA,ATL,136,762,10,0,2/25/13 10:00,10,M
1090,2013,2,25,1026,1030,-4,1326,1302,24,FL,347,N997AT,LGA,ATL,130,762,10,30,2/25/13 10:00,10,M
1091,2013,2,25,1030,1030,0,1256,1254,2,DL,2343,N3763D,EWR,ATL,121,746,10,30,2/25/13 10:00,10,M
1092,2013,2,25,1054,1059,-5,1351,1337,14,DL,1647,N900PC,LGA,ATL,137,762,10,59,2/25/13 10:00,10,M
1139,2013,2,26,959,1000,-1,1237,1239,-2,DL,1847,N6705Y,LGA,ATL,116,762,10,0,2/26/13 10:00,10,M
1140,2013,2,26,1022,1030,-8,1315,1302,13,FL,347,N993AT,LGA,ATL,134,762,10,30,2/26/13 10:00,10,M
1141,2013,2,26,1027,1030,-3,1314,1254,20,DL,2343,N306DQ,EWR,ATL,122,746,10,30,2/26/13 10:00,10,M
1142,2013,2,26,1056,1059,-3,1401,1337,24,DL,1647,N67171,LGA,ATL,142,762,10,59,2/26/13 10:00,10,M
1186,2013,2,27,1027,1030,-3,1305,1302,3,FL,347,N894AT,LGA,ATL,124,762,10,30,2/27/13 10:00,10,M
1187,2013,2,27,1039,1000,39,1315,1239,36,DL,1847,N690DL,LGA,ATL,120,762,10,0,2/27/13 10:00,10,M
1188,2013,2,27,1048,1030,18,1330,1254,36,DL,2343,N307DQ,EWR,ATL,114,746,10,30,2/27/13 10:00,10,M
1189,2013,2,27,1054,1059,-5,1334,1337,-3,DL,1647,N627DL,LGA,ATL,118,762,10,59,2/27/13 10:00,10,M
1234,2013,2,28,957,1000,-3,1226,1239,-13,DL,1847,N690DL,LGA,ATL,114,762,10,0,2/28/13 10:00,10,M
1236,2013,2,28,1027,1030,-3,1235,1254,-19,DL,2343,N309DE,EWR,ATL,113,746,10,30,2/28/13 10:00,10,M
1237,2013,2,28,1031,1030,1,1245,1302,-17,FL,347,N964AT,LGA,ATL,114,762,10,30,2/28/13 10:00,10,M
1238,2013,2,28,1058,1059,-1,1318,1337,-19,DL,1647,N627DL,LGA,ATL,114,762,10,59,2/28/13 10:00,10,M
20,2013,2,1,1054,1100,-6,1316,1338,-22,DL,1647,N694DL,LGA,ATL,119,762,11,0,2/1/13 11:00,11,M
21,2013,2,1,1145,1145,0,1359,1410,-11,DL,401,N303DQ,EWR,ATL,116,746,11,45,2/1/13 11:00,11,M
62,2013,2,2,1055,1100,-5,1314,1338,-24,DL,1647,N979DL,LGA,ATL,119,762,11,0,2/2/13 11:00,11,M
96,2013,2,3,1102,1100,2,1340,1338,2,DL,1647,N664DN,LGA,ATL,125,762,11,0,2/3/13 11:00,11,M
144,2013,2,4,1059,1100,-1,1342,1338,4,DL,1647,N641DL,LGA,ATL,121,762,11,0,2/4/13 11:00,11,M
145,2013,2,4,1142,1145,-3,1359,1410,-11,DL,401,N310DE,EWR,ATL,119,746,11,45,2/4/13 11:00,11,M
192,2013,2,5,1054,1100,-6,1332,1338,-6,DL,1647,N668DN,LGA,ATL,116,762,11,0,2/5/13 11:00,11,M
193,2013,2,5,1145,1145,0,1359,1410,-11,DL,401,N303DQ,EWR,ATL,115,746,11,45,2/5/13 11:00,11,M
239,2013,2,6,1057,1100,-3,1318,1338,-20,DL,1647,N623DL,LGA,ATL,107,762,11,0,2/6/13 11:00,11,M
240,2013,2,6,1142,1145,-3,1344,1410,-26,DL,401,N306DQ,EWR,ATL,109,746,11,45,2/6/13 11:00,11,M
286,2013,2,7,1104,1100,4,1345,1338,7,DL,1647,N615DL,LGA,ATL,127,762,11,0,2/7/13 11:00,11,M
287,2013,2,7,1140,1145,-5,1413,1410,3,DL,401,N308DE,EWR,ATL,125,746,11,45,2/7/13 11:00,11,M
333,2013,2,8,1059,1100,-1,1337,1338,-1,DL,1647,N675DL,LGA,ATL,110,762,11,0,2/8/13 11:00,11,M
334,2013,2,8,1153,1145,8,1416,1410,6,DL,401,N307DQ,EWR,ATL,108,746,11,45,2/8/13 11:00,11,M
379,2013,2,9,NA,1100,NA,NA,1338,NA,DL,1647,N925DL,LGA,ATL,NA,762,11,0,2/9/13 11:00,11,M
412,2013,2,10,1055,1100,-5,1327,1338,-11,DL,1647,N678DL,LGA,ATL,116,762,11,0,2/10/13 11:00,11,M
459,2013,2,11,1057,1100,-3,1323,1338,-15,DL,1647,N678DL,LGA,ATL,125,762,11,0,2/11/13 11:00,11,M
460,2013,2,11,1142,1145,-3,1406,1410,-4,DL,401,N301DQ,EWR,ATL,124,746,11,45,2/11/13 11:00,11,M
506,2013,2,12,1059,1100,-1,1345,1338,7,DL,1647,N616DL,LGA,ATL,123,762,11,0,2/12/13 11:00,11,M
508,2013,2,12,1141,1145,-4,1416,1410,6,DL,401,N301DQ,EWR,ATL,123,746,11,45,2/12/13 11:00,11,M
553,2013,2,13,1121,1100,21,1407,1338,29,DL,1647,N617DL,LGA,ATL,129,762,11,0,2/13/13 11:00,11,M
554,2013,2,13,1141,1145,-4,1414,1410,4,DL,401,N310DE,EWR,ATL,125,746,11,45,2/13/13 11:00,11,M
602,2013,2,14,1058,1100,-2,1337,1338,-1,DL,1647,N689DL,LGA,ATL,117,762,11,0,2/14/13 11:00,11,M
605,2013,2,14,1204,1145,19,1419,1410,9,DL,401,N308DE,EWR,ATL,118,746,11,45,2/14/13 11:00,11,M
651,2013,2,15,1145,1145,0,1404,1410,-6,DL,401,N308DE,EWR,ATL,88,746,11,45,2/15/13 11:00,11,M
694,2013,2,16,1136,1145,-9,1357,1415,-18,EV,4929,N748EV,EWR,ATL,119,746,11,45,2/16/13 11:00,11,M
728,2013,2,17,1057,1100,-3,1308,1338,-30,DL,1647,N370NW,LGA,ATL,108,762,11,0,2/17/13 11:00,11,M
730,2013,2,17,1143,1145,-2,1345,1410,-25,DL,935,N304DQ,EWR,ATL,109,746,11,45,2/17/13 11:00,11,M
771,2013,2,18,1144,1145,-1,1400,1410,-10,DL,401,N304DQ,EWR,ATL,112,746,11,45,2/18/13 11:00,11,M
869,2013,2,20,1142,1145,-3,1349,1410,-21,DL,935,N301DQ,EWR,ATL,112,746,11,45,2/20/13 11:00,11,M
917,2013,2,21,1140,1145,-5,1406,1410,-4,DL,401,N301DQ,EWR,ATL,117,746,11,45,2/21/13 11:00,11,M
966,2013,2,22,1139,1145,-6,1417,1410,7,DL,401,N303DQ,EWR,ATL,135,746,11,45,2/22/13 11:00,11,M
1008,2013,2,23,1135,1145,-10,1412,1415,-3,EV,4929,N611QX,EWR,ATL,139,746,11,45,2/23/13 11:00,11,M
1045,2013,2,24,1142,1145,-3,1356,1410,-14,DL,935,N305DQ,EWR,ATL,113,746,11,45,2/24/13 11:00,11,M
1093,2013,2,25,1143,1145,-2,1409,1410,-1,DL,401,N307DQ,EWR,ATL,122,746,11,45,2/25/13 11:00,11,M
1191,2013,2,27,1144,1145,-1,1417,1410,7,DL,935,N304DQ,EWR,ATL,117,746,11,45,2/27/13 11:00,11,M
1239,2013,2,28,1141,1145,-4,1410,1410,0,DL,401,N301DQ,EWR,ATL,112,746,11,45,2/28/13 11:00,11,M
22,2013,2,1,1154,1200,-6,1421,1430,-9,MQ,4658,N0EGMQ,LGA,ATL,119,762,12,0,2/1/13 12:00,12,M
23,2013,2,1,1157,1200,-3,1428,1438,-10,DL,1947,N6702,LGA,ATL,116,762,12,0,2/1/13 12:00,12,M
27,2013,2,1,1321,1216,65,1546,1445,61,EV,3826,N11535,EWR,ATL,123,746,12,16,2/1/13 12:00,12,M
63,2013,2,2,1153,1200,-7,1430,1430,0,MQ,4658,N1EAMQ,LGA,ATL,115,762,12,0,2/2/13 12:00,12,M
64,2013,2,2,1228,1230,-2,1450,1457,-7,EV,4950,N751EV,EWR,ATL,117,746,12,30,2/2/13 12:00,12,M
65,2013,2,2,1233,1235,-2,1455,1504,-9,EV,3273,N11187,EWR,ATL,117,746,12,35,2/2/13 12:00,12,M
97,2013,2,3,1159,1200,-1,1435,1440,-5,DL,1947,N928DL,LGA,ATL,108,762,12,0,2/3/13 12:00,12,M
98,2013,2,3,1159,1200,-1,1416,1430,-14,MQ,4658,N515MQ,LGA,ATL,106,762,12,0,2/3/13 12:00,12,M
99,2013,2,3,1220,1229,-9,1458,1459,-1,EV,3826,N12996,EWR,ATL,120,746,12,29,2/3/13 12:00,12,M
146,2013,2,4,1155,1200,-5,1428,1430,-2,MQ,4658,N500MQ,LGA,ATL,127,762,12,0,2/4/13 12:00,12,M
147,2013,2,4,1159,1200,-1,1419,1438,-19,DL,1947,N643DL,LGA,ATL,121,762,12,0,2/4/13 12:00,12,M
151,2013,2,4,1303,1230,33,1531,1459,32,EV,3826,N11536,EWR,ATL,129,746,12,30,2/4/13 12:00,12,M
194,2013,2,5,1159,1200,-1,1449,1438,11,DL,1947,N603DL,LGA,ATL,124,762,12,0,2/5/13 12:00,12,M
195,2013,2,5,1159,1200,-1,1440,1430,10,MQ,4658,N546MQ,LGA,ATL,117,762,12,0,2/5/13 12:00,12,M
196,2013,2,5,1225,1230,-5,1508,1459,9,EV,3826,N11536,EWR,ATL,130,746,12,30,2/5/13 12:00,12,M
241,2013,2,6,1156,1200,-4,1429,1438,-9,DL,1947,N690DL,LGA,ATL,112,762,12,0,2/6/13 12:00,12,M
242,2013,2,6,1200,1200,0,1424,1430,-6,MQ,4658,N512MQ,LGA,ATL,114,762,12,0,2/6/13 12:00,12,M
245,2013,2,6,1319,1230,49,1539,1459,40,EV,3826,N14959,EWR,ATL,118,746,12,30,2/6/13 12:00,12,M
288,2013,2,7,1159,1200,-1,1445,1438,7,DL,1947,N623DL,LGA,ATL,130,762,12,0,2/7/13 12:00,12,M
289,2013,2,7,1200,1200,0,1504,1430,34,MQ,4658,N544MQ,LGA,ATL,126,762,12,0,2/7/13 12:00,12,M
293,2013,2,7,1306,1216,50,1612,1445,87,EV,3826,N12567,EWR,ATL,139,746,12,16,2/7/13 12:00,12,M
335,2013,2,8,1201,1200,1,1502,1438,24,DL,1947,N642DL,LGA,ATL,117,762,12,0,2/8/13 12:00,12,M
336,2013,2,8,1211,1216,-5,1441,1445,-4,EV,3826,N12540,EWR,ATL,118,746,12,16,2/8/13 12:00,12,M
361,2013,2,8,NA,1200,NA,NA,1430,NA,MQ,4658,N516MQ,LGA,ATL,NA,762,12,0,2/8/13 12:00,12,M
384,2013,2,9,NA,1235,NA,NA,1504,NA,EV,3273,N14158,EWR,ATL,NA,746,12,35,2/9/13 12:00,12,M
385,2013,2,9,NA,1230,NA,NA,1457,NA,EV,4950,N758EV,EWR,ATL,NA,746,12,30,2/9/13 12:00,12,M
398,2013,2,9,NA,1200,NA,NA,1430,NA,MQ,4658,N505MQ,LGA,ATL,NA,762,12,0,2/9/13 12:00,12,M
413,2013,2,10,1157,1200,-3,1425,1440,-15,DL,1947,N926DL,LGA,ATL,116,762,12,0,2/10/13 12:00,12,M
414,2013,2,10,1230,1200,30,1506,1430,36,MQ,4658,N515MQ,LGA,ATL,114,762,12,0,2/10/13 12:00,12,M
416,2013,2,10,1304,1229,35,1532,1459,33,EV,3826,N14952,EWR,ATL,123,746,12,29,2/10/13 12:00,12,M
461,2013,2,11,1159,1200,-1,1428,1438,-10,DL,1947,N698DL,LGA,ATL,127,762,12,0,2/11/13 12:00,12,M
462,2013,2,11,1239,1230,9,1513,1459,14,EV,3826,N15910,EWR,ATL,137,746,12,30,2/11/13 12:00,12,M
463,2013,2,11,1311,1200,71,1551,1430,81,MQ,4658,N509MQ,LGA,ATL,130,762,12,0,2/11/13 12:00,12,M
509,2013,2,12,1157,1200,-3,1446,1438,8,DL,1947,N692DL,LGA,ATL,131,762,12,0,2/12/13 12:00,12,M
510,2013,2,12,1158,1200,-2,1440,1430,10,MQ,4658,N501MQ,LGA,ATL,128,762,12,0,2/12/13 12:00,12,M
511,2013,2,12,1252,1230,22,1544,1459,45,EV,3826,N12540,EWR,ATL,144,746,12,30,2/12/13 12:00,12,M
555,2013,2,13,1155,1200,-5,1447,1438,9,DL,1947,N667DN,LGA,ATL,136,762,12,0,2/13/13 12:00,12,M
556,2013,2,13,1157,1200,-3,1434,1430,4,MQ,4658,N531MQ,LGA,ATL,131,762,12,0,2/13/13 12:00,12,M
557,2013,2,13,1225,1230,-5,1505,1459,6,EV,3826,N33182,EWR,ATL,136,746,12,30,2/13/13 12:00,12,M
603,2013,2,14,1156,1200,-4,1432,1438,-6,DL,1947,N646DL,LGA,ATL,119,762,12,0,2/14/13 12:00,12,M
604,2013,2,14,1156,1200,-4,1430,1430,0,MQ,4658,N0EGMQ,LGA,ATL,124,762,12,0,2/14/13 12:00,12,M
652,2013,2,15,1150,1200,-10,1421,1430,-9,MQ,4658,N534MQ,LGA,ATL,124,762,12,0,2/15/13 12:00,12,M
653,2013,2,15,1155,1200,-5,1427,1438,-11,DL,1947,N679DA,LGA,ATL,125,762,12,0,2/15/13 12:00,12,M
696,2013,2,16,1157,1200,-3,1438,1430,8,MQ,4658,N500MQ,LGA,ATL,118,762,12,0,2/16/13 12:00,12,M
731,2013,2,17,1156,1200,-4,1409,1430,-21,MQ,4658,N506MQ,LGA,ATL,107,762,12,0,2/17/13 12:00,12,M
772,2013,2,18,1156,1200,-4,1425,1438,-13,DL,1947,N652DL,LGA,ATL,112,762,12,0,2/18/13 12:00,12,M
773,2013,2,18,1157,1200,-3,1420,1430,-10,MQ,4658,N534MQ,LGA,ATL,113,762,12,0,2/18/13 12:00,12,M
821,2013,2,19,1155,1200,-5,1422,1430,-8,MQ,4658,N511MQ,LGA,ATL,124,762,12,0,2/19/13 12:00,12,M
822,2013,2,19,1158,1200,-2,1424,1438,-14,DL,1947,N695DL,LGA,ATL,119,762,12,0,2/19/13 12:00,12,M
870,2013,2,20,1156,1200,-4,1422,1430,-8,MQ,4658,N507MQ,LGA,ATL,116,762,12,0,2/20/13 12:00,12,M
871,2013,2,20,1200,1200,0,1427,1438,-11,DL,1947,N645DL,LGA,ATL,115,762,12,0,2/20/13 12:00,12,M
918,2013,2,21,1154,1200,-6,1441,1438,3,DL,1947,N673DL,LGA,ATL,117,762,12,0,2/21/13 12:00,12,M
919,2013,2,21,1206,1200,6,1510,1430,40,MQ,4658,N513MQ,LGA,ATL,122,762,12,0,2/21/13 12:00,12,M
967,2013,2,22,1150,1200,-10,1457,1430,27,MQ,4658,N5PBMQ,LGA,ATL,136,762,12,0,2/22/13 12:00,12,M
968,2013,2,22,1155,1200,-5,1450,1438,12,DL,1947,N665DN,LGA,ATL,129,762,12,0,2/22/13 12:00,12,M
1010,2013,2,23,1155,1200,-5,1446,1430,16,MQ,4658,N526MQ,LGA,ATL,133,762,12,0,2/23/13 12:00,12,M
1046,2013,2,24,1155,1200,-5,1429,1430,-1,MQ,4658,N519MQ,LGA,ATL,111,762,12,0,2/24/13 12:00,12,M
1047,2013,2,24,1200,1200,0,1431,1438,-7,DL,1947,N655DL,LGA,ATL,115,762,12,0,2/24/13 12:00,12,M
1094,2013,2,25,1155,1200,-5,1451,1438,13,DL,1947,N617DL,LGA,ATL,130,762,12,0,2/25/13 12:00,12,M
1095,2013,2,25,1155,1200,-5,1455,1430,25,MQ,4658,N9EAMQ,LGA,ATL,139,762,12,0,2/25/13 12:00,12,M
1143,2013,2,26,1153,1200,-7,1432,1430,2,MQ,4658,N543MQ,LGA,ATL,124,762,12,0,2/26/13 12:00,12,M
1144,2013,2,26,1158,1200,-2,1450,1438,12,DL,1947,N603DL,LGA,ATL,124,762,12,0,2/26/13 12:00,12,M
1192,2013,2,27,1200,1200,0,1429,1438,-9,DL,1947,N6705Y,LGA,ATL,118,762,12,0,2/27/13 12:00,12,M
1193,2013,2,27,1306,1200,66,1523,1430,53,MQ,4658,N527MQ,LGA,ATL,120,762,12,0,2/27/13 12:00,12,M
1240,2013,2,28,1154,1200,-6,1432,1438,-6,DL,1947,N641DL,LGA,ATL,113,762,12,0,2/28/13 12:00,12,M
1241,2013,2,28,1154,1200,-6,1427,1430,-3,MQ,4658,N523MQ,LGA,ATL,116,762,12,0,2/28/13 12:00,12,M
24,2013,2,1,1255,1300,-5,1531,1537,-6,DL,781,N3766,LGA,ATL,120,762,13,0,2/1/13 13:00,13,A
25,2013,2,1,1258,1300,-2,1533,1529,4,EV,4950,N738EV,EWR,ATL,119,746,13,0,2/1/13 13:00,13,A
26,2013,2,1,1300,1308,-8,1530,1542,-12,FL,348,N981AT,LGA,ATL,122,762,13,8,2/1/13 13:00,13,A
28,2013,2,1,1325,1330,-5,1543,1605,-22,DL,2043,N3755D,JFK,ATL,115,760,13,30,2/1/13 13:00,13,A
67,2013,2,2,1257,1300,-3,1529,1537,-8,DL,781,N541US,LGA,ATL,115,762,13,0,2/2/13 13:00,13,A
68,2013,2,2,1304,1308,-4,1525,1542,-17,FL,348,N945AT,LGA,ATL,117,762,13,8,2/2/13 13:00,13,A
69,2013,2,2,1329,1330,-1,1541,1603,-22,DL,2043,N3773D,JFK,ATL,115,760,13,30,2/2/13 13:00,13,A
100,2013,2,3,1257,1300,-3,1509,1529,-20,DL,2395,N340NB,EWR,ATL,106,746,13,0,2/3/13 13:00,13,A
101,2013,2,3,1305,1308,-3,1514,1542,-28,FL,348,N607AT,LGA,ATL,110,762,13,8,2/3/13 13:00,13,A
102,2013,2,3,1326,1330,-4,1533,1605,-32,DL,2043,N3751B,JFK,ATL,104,760,13,30,2/3/13 13:00,13,A
148,2013,2,4,1251,1300,-9,1508,1529,-21,EV,4950,N720EV,EWR,ATL,113,746,13,0,2/4/13 13:00,13,A
149,2013,2,4,1257,1300,-3,1528,1537,-9,DL,781,N3754A,LGA,ATL,126,762,13,0,2/4/13 13:00,13,A
150,2013,2,4,1258,1308,-10,1529,1542,-13,FL,348,N978AT,LGA,ATL,127,762,13,8,2/4/13 13:00,13,A
152,2013,2,4,1331,1330,1,1609,1605,4,DL,2043,N3756,JFK,ATL,129,760,13,30,2/4/13 13:00,13,A
197,2013,2,5,1257,1300,-3,1536,1537,-1,DL,781,N3753,LGA,ATL,120,762,13,0,2/5/13 13:00,13,A
198,2013,2,5,1301,1308,-7,1531,1542,-11,FL,348,N926AT,LGA,ATL,122,762,13,8,2/5/13 13:00,13,A
199,2013,2,5,1320,1330,-10,1544,1605,-21,DL,2043,N713TW,JFK,ATL,115,760,13,30,2/5/13 13:00,13,A
243,2013,2,6,1254,1300,-6,1514,1537,-23,DL,781,N3754A,LGA,ATL,110,762,13,0,2/6/13 13:00,13,A
244,2013,2,6,1307,1308,-1,1537,1542,-5,FL,348,N987AT,LGA,ATL,114,762,13,8,2/6/13 13:00,13,A
246,2013,2,6,1333,1330,3,1550,1605,-15,DL,2043,N3755D,JFK,ATL,112,760,13,30,2/6/13 13:00,13,A
290,2013,2,7,1253,1308,-15,1546,1542,4,FL,348,N988AT,LGA,ATL,136,762,13,8,2/7/13 13:00,13,A
291,2013,2,7,1256,1300,-4,1545,1529,16,EV,4950,N750EV,EWR,ATL,129,746,13,0,2/7/13 13:00,13,A
292,2013,2,7,1303,1300,3,1555,1537,18,DL,781,N387DA,LGA,ATL,132,762,13,0,2/7/13 13:00,13,A
294,2013,2,7,1326,1330,-4,1611,1605,6,DL,2043,N37700,JFK,ATL,135,760,13,30,2/7/13 13:00,13,A
337,2013,2,8,1331,1330,1,1548,1605,-17,DL,2043,N3765,JFK,ATL,112,760,13,30,2/8/13 13:00,13,A
340,2013,2,8,NA,1300,NA,NA,1529,NA,EV,4950,N718EV,EWR,ATL,NA,746,13,0,2/8/13 13:00,13,A
341,2013,2,8,NA,1308,NA,NA,1542,NA,FL,348,N967AT,LGA,ATL,NA,762,13,8,2/8/13 13:00,13,A
351,2013,2,8,NA,1300,NA,NA,1537,NA,DL,781,N393DA,LGA,ATL,NA,762,13,0,2/8/13 13:00,13,A
364,2013,2,9,1328,1330,-2,1549,1603,-14,DL,2043,N3761R,JFK,ATL,108,760,13,30,2/9/13 13:00,13,A
388,2013,2,9,NA,1308,NA,NA,1542,NA,FL,348,N952AT,LGA,ATL,NA,762,13,8,2/9/13 13:00,13,A
394,2013,2,9,NA,1300,NA,NA,1537,NA,DL,781,N393DA,LGA,ATL,NA,762,13,0,2/9/13 13:00,13,A
415,2013,2,10,1253,1300,-7,1514,1529,-15,EV,4950,N741EV,EWR,ATL,118,746,13,0,2/10/13 13:00,13,A
417,2013,2,10,1304,1308,-4,1553,1542,11,FL,348,N927AT,LGA,ATL,120,762,13,8,2/10/13 13:00,13,A
418,2013,2,10,1334,1330,4,1553,1605,-12,DL,2043,N3757D,JFK,ATL,119,760,13,30,2/10/13 13:00,13,A
